"allplayers.href","allplayers.text"
"http://www.nba.com/playerfile/anderson_varejao/","Varejao, Anderson"
"http://www.nba.com/playerfile/greivis_vasquez/","Vasquez, Greivis"
"http://www.nba.com/playerfile/rashad_vaughn/","Vaughn, Rashad"
"http://www.nba.com/playerfile/charlie_villanueva/","Villanueva, Charlie"
"http://www.nba.com/playerfile/noah_vonleh/","Vonleh, Noah"
"http://www.nba.com/playerfile/nikola_vucevic/","Vucevic, Nikola"
"http://www.nba.com/playerfile/sasha_vujacic/","Vujacic, Sasha"
"http://www.nba.com/playerfile/dwyane_wade/","Wade, Dwyane"
"http://www.nba.com/playerfile/dion_waiters/","Waiters, Dion"
"http://www.nba.com/playerfile/kemba_walker/","Walker, Kemba"
"http://www.nba.com/playerfile/john_wall/","Wall, John"
"http://www.nba.com/playerfile/tj_warren/","Warren, TJ"
"http://www.nba.com/playerfile/cj_watson/","Watson, CJ"
"http://www.nba.com/playerfile/sonny_weems/","Weems, Sonny"
"http://www.nba.com/playerfile/david_west/","West, David"
"http://www.nba.com/playerfile/russell_westbrook/","Westbrook, Russell"
"http://www.nba.com/playerfile/hassan_whiteside/","Whiteside, Hassan"
"http://www.nba.com/playerfile/shayne_whittington/","Whittington, Shayne"
"http://www.nba.com/playerfile/andrew_wiggins/","Wiggins, Andrew"
"http://www.nba.com/playerfile/cj_wilcox/","Wilcox, CJ"
"http://www.nba.com/playerfile/deron_williams/","Williams, Deron"
"http://www.nba.com/playerfile/derrick_williams/","Williams, Derrick"
"http://www.nba.com/playerfile/louis_williams/","Williams, Lou"
"http://www.nba.com/playerfile/marvin_williams/","Williams, Marvin"
"http://www.nba.com/playerfile/maurice_williams/","Williams, Mo"
"http://www.nba.com/playerfile/justise_winslow/","Winslow, Justise"
"http://www.nba.com/playerfile/jeff_withey/","Withey, Jeff"
"http://www.nba.com/playerfile/metta_world_peace/","World Peace, Metta"
"http://www.nba.com/playerfile/brandan_wright/","Wright, Brandan"
"http://www.nba.com/playerfile/delon_wright/","Wright, Delon"
"http://www.nba.com/playerfile/james_young/","Young, James"
"http://www.nba.com/playerfile/joe_young/","Young, Joe"
"http://www.nba.com/playerfile/nick_young/","Young, Nick"
"http://www.nba.com/playerfile/thaddeus_young/","Young, Thaddeus"
"http://www.nba.com/playerfile/cody_zeller/","Zeller, Cody"
"http://www.nba.com/playerfile/tyler_zeller/","Zeller, Tyler"
