,index,GameID,gametime,name,Minutes,Start,active,DKP,Team,Opp,home,team_pts,opp_pts,dk_sal,dk_pos,dk_change,Stats,DoubleD,min_7d_avg,min_90d_avg,dk_avg_90_days,opppts_avg,dk_per_min,DKP_trans,dk_sal_increase,dk_sal_decrease,dk_std_90_days,dk_max_30_days
1455,2016-03-21 00:00:00,20160321-mil-det,19.5,Lorenzo Brown,,,,,det,mil,H,,,3000.0,1.0,0.0,,,,7.591666666666662,6.15625,103.17370892018779,0.8109220636663013,,False,False,5.019493251315316,
1623,2016-03-21 00:00:00,20160321-mil-det,19.5,Joel Anthony,,,,,det,mil,H,,,3000.0,4.0,0.0,,,4.63333333333333,3.4983333333333326,1.825,103.17370892018779,0.5216769890424012,,False,False,2.0984451916174085,1.5
4286,2016-03-21 00:00:00,20160321-mil-det,19.5,Justin Harper,,,,,det,mil,H,,,,,,,,,7.016666666666654,3.45,103.17370892018779,0.49168646080760187,,False,False,4.624662149822406,11.25
4785,2016-03-21 00:00:00,20160321-mil-det,19.5,Stanley Johnson,,,,,det,mil,H,,,4000.0,3.0,200.0,,,24.804166666666653,25.14285714285714,19.692857142857143,103.17370892018779,0.7832386363636366,,True,False,8.891107114093593,36.25
6239,2016-03-21 00:00:00,20160321-mil-det,19.5,Steve Blake,,,,,det,mil,H,,,3000.0,1.0,0.0,,,21.070833333333326,17.16287878787878,11.295454545454545,103.17370892018779,0.6581328625027592,,False,False,4.860945163112611,22.0
6718,2016-03-21 00:00:00,20160321-mil-det,19.5,Marcus Morris,,,,,det,mil,H,,,5100.0,3.0,0.0,,,30.579166666666676,34.71910569105691,24.432926829268293,103.17370892018779,0.7037314568722266,,False,False,7.741734380583732,37.25
7281,2016-03-21 00:00:00,20160321-mil-det,19.5,Spencer Dinwiddie,,,,,det,mil,H,,,3000.0,1.0,0.0,,,,,,103.17370892018779,,,False,False,,
7425,2016-03-21 00:00:00,20160321-mil-det,19.5,Tobias Harris,,,,,det,mil,H,,,6200.0,3.0,-200.0,,,29.024999999999977,33.72342342342342,28.0472972972973,103.17370892018779,0.8316859455560602,,False,True,7.349848316140291,42.25
8887,2016-03-21 00:00:00,20160321-mil-det,19.5,Andre Drummond,,,,,det,mil,H,,,7600.0,5.0,-400.0,,,29.6125,31.777777777777775,39.31547619047619,103.17370892018779,1.2372002997002998,,False,True,10.683652248995568,52.25
12187,2016-03-21 00:00:00,20160321-mil-det,19.5,Jordan Bachynski,,,,,det,mil,H,,,,,,,,,,,103.17370892018779,,,False,False,,
13815,2016-03-21 00:00:00,20160321-mil-det,19.5,Jodie Meeks,,,,,det,mil,H,,,3000.0,2.0,0.0,,,,,,103.17370892018779,,,False,False,,
13955,2016-03-21 00:00:00,20160321-mil-det,19.5,Eric Griffin,,,,,det,mil,H,,,,,,,,,,,103.17370892018779,,,False,False,,
15326,2016-03-21 00:00:00,20160321-mil-det,19.5,Reggie Jackson,,,,,det,mil,H,,,6300.0,1.0,-200.0,,,26.929166666666674,30.01300813008131,31.25609756097561,103.17370892018779,1.0414183551847436,,False,True,8.992616381801454,48.75
17100,2016-03-21 00:00:00,20160321-mil-det,19.5,Reggie Bullock,,,,,det,mil,H,,,3000.0,3.0,0.0,,,10.105555555555567,14.49901960784314,10.588235294117647,103.17370892018779,0.7302724998309553,,False,False,7.787681165865515,24.25
17168,2016-03-21 00:00:00,20160321-mil-det,19.5,Anthony Tolliver,,,,,det,mil,H,,,3100.0,4.0,100.0,,,16.89444444444443,18.22323232323232,12.803030303030303,103.17370892018779,0.7025663765866638,,True,False,7.793416085408441,27.0
23363,2016-03-21 00:00:00,20160321-mil-det,19.5,Darrun Hilliard,,,,,det,mil,H,,,3000.0,2.0,0.0,,,12.0,10.249999999999993,6.990384615384615,103.17370892018779,0.6819887429643532,,False,False,5.764321629311974,16.25
27351,2016-03-21 00:00:00,20160321-mil-det,19.5,Cartier Martin,,,,,det,mil,H,,,,,,,,,,,103.17370892018779,,,False,False,,
28849,2016-03-21 00:00:00,20160321-mil-det,19.5,Kentavious Caldwell-Pope,,,,,det,mil,H,,,5800.0,2.0,100.0,,,36.35,35.91140350877192,25.95394736842105,103.17370892018779,0.7227216102005425,,True,False,8.565103473436182,40.0
29058,2016-03-21 00:00:00,20160321-mil-det,19.5,Aron Baynes,,,,,det,mil,H,,,3100.0,5.0,100.0,,,17.220833333333324,15.767857142857146,16.261904761904763,103.17370892018779,1.0313325783314458,,True,False,7.808093124099566,33.25
30108,2016-03-21 00:00:00,20160321-mil-det,19.5,Adonis Thomas,,,,,det,mil,H,,,,,,,,,,,103.17370892018779,,,False,False,,
30180,2016-03-21 00:00:00,20160321-mil-det,19.5,Danny Granger,,,,,det,mil,H,,,,,,,,,,,103.17370892018779,,,False,False,,
6013,2016-03-21 00:00:00,20160321-gsw-min,20.0,Kevon Looney,,,,,gsw,min,A,,,3000.0,4.0,0.0,,,,4.12,4.3,107.6107226107226,1.0436893203883495,,False,False,4.644889664997437,1.5
7987,2016-03-21 00:00:00,20160321-gsw-min,20.0,Stephen Curry,,,,,gsw,min,A,,,10300.0,1.0,0.0,,,32.89166666666667,33.112393162393154,52.1474358974359,107.6107226107226,1.5748615825406866,,False,False,14.077992103755935,76.25
8336,2016-03-21 00:00:00,20160321-gsw-min,20.0,Andrew Bogut,,,,,gsw,min,A,,,4200.0,5.0,0.0,,,15.472222222222243,21.393750000000004,22.23125,107.6107226107226,1.039146947122407,,False,False,9.107510900772633,36.75
10088,2016-03-21 00:00:00,20160321-gsw-min,20.0,Draymond Green,,,,,gsw,min,A,,,7800.0,4.0,100.0,,,33.825000000000024,34.17926829268293,42.46341463414634,107.6107226107226,1.2423734256252899,,True,False,12.523423176144,60.5
11482,2016-03-21 00:00:00,20160321-gsw-min,20.0,Chris Babb,,,,,gsw,min,A,,,,,,,,,,,107.6107226107226,,,False,False,,
11695,2016-03-21 00:00:00,20160321-gsw-min,20.0,Anderson Varejao,,,,,gsw,min,A,,,3000.0,5.0,0.0,,,8.141666666666676,10.529710144927538,9.326086956521738,107.6107226107226,0.885692657077971,,False,False,6.260189322674773,17.25
13239,2016-03-21 00:00:00,20160321-gsw-min,20.0,Andre Iguodala,,,,,gsw,min,A,,,3800.0,3.0,0.0,,,,26.024242424242424,18.507575757575758,107.6107226107226,0.7111667442943642,,False,False,6.63074186568848,23.5
15257,2016-03-21 00:00:00,20160321-gsw-min,20.0,Leandro Barbosa,,,,,gsw,min,A,,,3000.0,1.0,0.0,,,18.779166666666672,16.396969696969695,11.75,107.6107226107226,0.716595823322861,,False,False,5.254834083964973,19.0
15959,2016-03-21 00:00:00,20160321-gsw-min,20.0,Tony Mitchell,,,,,gsw,min,A,,,,,,,,,,,107.6107226107226,,,False,False,,
17346,2016-03-21 00:00:00,20160321-gsw-min,20.0,Ben Gordon,,,,,gsw,min,A,,,,,,,,,,,107.6107226107226,,,False,False,,
19270,2016-03-21 00:00:00,20160321-gsw-min,20.0,Xavier Henry,,,,,gsw,min,A,,,,,,,,,,,107.6107226107226,,,False,False,,
21943,2016-03-21 00:00:00,20160321-gsw-min,20.0,Festus Ezeli,,,,,gsw,min,A,,,3400.0,5.0,0.0,,,,13.015384615384612,13.096153846153847,107.6107226107226,1.0062056737588656,,False,False,8.506454939692894,
22081,2016-03-21 00:00:00,20160321-gsw-min,20.0,Harrison Barnes,,,,,gsw,min,A,,,4200.0,3.0,200.0,,,32.45833333333333,30.212962962962965,20.42361111111111,107.6107226107226,0.6759883542752068,,True,False,6.778068478673498,34.25
24265,2016-03-21 00:00:00,20160321-gsw-min,20.0,James Michael McAdoo,,,,,gsw,min,A,,,3000.0,4.0,0.0,,,10.254166666666684,8.778571428571427,8.625,107.6107226107226,0.9825061025223761,,False,False,6.543309854053516,17.75
24714,2016-03-21 00:00:00,20160321-gsw-min,20.0,Marreese Speights,,,,,gsw,min,A,,,3900.0,5.0,200.0,,,15.533333333333326,12.514814814814816,15.743055555555555,107.6107226107226,1.2579535365492749,,True,False,9.263308208639826,42.25
24922,2016-03-21 00:00:00,20160321-gsw-min,20.0,Brandon Rush,,,,,gsw,min,A,,,3100.0,2.0,100.0,,,20.125,15.277642276422768,10.225609756097562,107.6107226107226,0.6693185748875821,,True,False,7.446854385839865,20.25
26170,2016-03-21 00:00:00,20160321-gsw-min,20.0,Ian Clark,,,,,gsw,min,A,,,3000.0,2.0,0.0,,,7.504166666666672,10.025000000000004,8.279411764705882,107.6107226107226,0.8258764852574443,,False,False,7.172592169597582,11.25
26376,2016-03-21 00:00:00,20160321-gsw-min,20.0,Klay Thompson,,,,,gsw,min,A,,,6800.0,2.0,100.0,,,31.045833333333327,33.73571428571429,35.035714285714285,107.6107226107226,1.0385348295574846,,True,False,11.861699409949066,59.0
27283,2016-03-21 00:00:00,20160321-gsw-min,20.0,Juwan Staten,,,,,gsw,min,A,,,,,,,,,,,107.6107226107226,,,False,False,,
27991,2016-03-21 00:00:00,20160321-gsw-min,20.0,Shaun Livingston,,,,,gsw,min,A,,,3400.0,1.0,0.0,,,17.8375,18.20731707317073,15.731707317073171,107.6107226107226,0.8640321500334897,,False,False,6.622733160274172,31.5
1764,2016-03-21 00:00:00,20160321-phi-ind,19.0,Ty Lawson,,,,,ind,phi,H,,,3200.0,1.0,0.0,,,,18.787499999999994,12.4375,110.53424657534246,0.6620093147039257,,False,False,8.03569150496477,8.5
2041,2016-03-21 00:00:00,20160321-phi-ind,19.0,Rodney Stuckey,,,,,ind,phi,H,,,3100.0,2.0,0.0,,,17.283333333333335,20.798550724637686,14.847826086956522,110.53424657534246,0.713887533969758,,False,False,6.616413445173326,21.5
2768,2016-03-21 00:00:00,20160321-phi-ind,19.0,Shayne Whittington,,,,,ind,phi,H,,,3000.0,5.0,0.0,,,3.5,2.8124999999999973,3.6875,110.53424657534246,1.3111111111111124,,False,False,3.776986232434532,0.0
4926,2016-03-21 00:00:00,20160321-phi-ind,19.0,George Hill,,,,,ind,phi,H,,,4800.0,1.0,500.0,,,36.611111111111136,35.36622807017543,26.81578947368421,110.53424657534246,0.758231537173684,,True,False,7.502405967810071,42.25
10434,2016-03-21 00:00:00,20160321-phi-ind,19.0,Kadeem Jack,,,,,ind,phi,H,,,,,,,,,,,110.53424657534246,,,False,False,,
17547,2016-03-21 00:00:00,20160321-phi-ind,19.0,Ian Mahinmi,,,,,ind,phi,H,,,4800.0,5.0,0.0,,,30.083333333333353,26.098989898989903,23.674242424242426,110.53424657534246,0.9070942023376422,,False,False,8.97315546167534,36.0
18522,2016-03-21 00:00:00,20160321-phi-ind,19.0,Myles Turner,,,,,ind,phi,H,,,4900.0,4.0,0.0,,,23.52222222222223,24.17350427350428,22.942307692307693,110.53424657534246,0.9490683449421912,,False,False,9.958212284483293,33.0
19687,2016-03-21 00:00:00,20160321-phi-ind,19.0,Jordan Hill,,,,,ind,phi,H,,,4000.0,4.0,-300.0,,,22.744444444444422,20.339166666666664,18.65,110.53424657534246,0.9169500553120007,,False,True,9.130605057604273,29.5
21731,2016-03-21 00:00:00,20160321-phi-ind,19.0,C.J. Fair,,,,,ind,phi,H,,,,,,,,,,,110.53424657534246,,,False,False,,
22708,2016-03-21 00:00:00,20160321-phi-ind,19.0,Monta Ellis,,,,,ind,phi,H,,,6300.0,2.0,300.0,,,39.69444444444443,35.85277777777779,31.916666666666668,110.53424657534246,0.8902146122259237,,True,False,8.54929512617687,40.25
23162,2016-03-21 00:00:00,20160321-phi-ind,19.0,Rakeem Christmas,,,,,ind,phi,H,,,3000.0,4.0,0.0,,,,,,110.53424657534246,,,False,False,,
23568,2016-03-21 00:00:00,20160321-phi-ind,19.0,Lavoy Allen,,,,,ind,phi,H,,,3100.0,5.0,0.0,,,16.4777777777778,20.69333333333334,15.26875,110.53424657534246,0.7378584085051545,,False,False,7.497090781917189,23.0
25400,2016-03-21 00:00:00,20160321-phi-ind,19.0,Glenn Robinson III,,,,,ind,phi,H,,,3000.0,3.0,0.0,,,,12.275362318840578,8.130434782608695,110.53424657534246,0.6623376623376623,,False,False,5.224434269730569,16.75
26446,2016-03-21 00:00:00,20160321-phi-ind,19.0,C.J. Miles,,,,,ind,phi,H,,,3400.0,3.0,-100.0,,,8.575,20.30862068965517,16.586206896551722,110.53424657534246,0.8167077001443246,,False,True,9.41557312336213,21.0
27007,2016-03-21 00:00:00,20160321-phi-ind,19.0,Solomon Hill,,,,,ind,phi,H,,,3100.0,3.0,0.0,,,21.33333333333336,15.868181818181824,10.666666666666666,110.53424657534246,0.6722047168910529,,False,False,7.59668581795158,26.25
29477,2016-03-21 00:00:00,20160321-phi-ind,19.0,Paul George,,,,,ind,phi,H,,,8600.0,3.0,300.0,,,39.327777777777804,35.37460317460317,41.839285714285715,110.53424657534246,1.1827492596248768,,True,False,11.433639582893035,67.75
30777,2016-03-21 00:00:00,20160321-phi-ind,19.0,Joseph Young,,,,,ind,phi,H,,,3000.0,2.0,0.0,,,6.616666666666665,11.656,10.46,110.53424657534246,0.8973919011667811,,False,False,8.232835679966735,16.5
407,2016-03-21 00:00:00,20160321-mem-pho,22.0,Lance Stephenson,,,,,mem,pho,A,,,6500.0,3.0,400.0,,,33.96111111111114,19.443548387096776,18.491935483870968,109.90951276102088,0.9510576524263791,,True,False,13.69633221446648,53.75
826,2016-03-21 00:00:00,20160321-mem-pho,22.0,Vince Carter,,,,,mem,pho,A,,,4000.0,2.0,-300.0,,,25.8666666666667,16.139351851851853,12.381944444444445,109.90951276102088,0.7671896962221393,,False,True,9.614068209643747,38.0
1693,2016-03-21 00:00:00,20160321-mem-pho,22.0,P.J. Hairston,,,,,mem,pho,A,,,3400.0,3.0,0.0,,,17.8333333333333,21.469736842105263,12.901315789473685,109.90951276102088,0.6009070294784581,,False,False,8.362266332873292,29.0
4507,2016-03-21 00:00:00,20160321-mem-pho,22.0,Yakhouba Diawara,,,,,mem,pho,A,,,,,,,,,,,109.90951276102088,,,False,False,,
7348,2016-03-21 00:00:00,20160321-mem-pho,22.0,Briante Weber,,,,,mem,pho,A,,,3500.0,1.0,-100.0,,,23.67083333333335,27.655555555555566,18.083333333333332,109.90951276102088,0.6538770590598632,,False,True,8.915809927688379,29.75
9537,2016-03-21 00:00:00,20160321-mem-pho,22.0,Zach Randolph,,,,,mem,pho,A,,,6700.0,4.0,300.0,,,35.8,29.6406862745098,30.455882352941178,109.90951276102088,1.0275026047265452,,True,False,11.262446076323892,60.25
10299,2016-03-21 00:00:00,20160321-mem-pho,22.0,Brandan Wright,,,,,mem,pho,A,,,3400.0,4.0,0.0,,,,18.49,15.75,109.90951276102088,0.8518117901568416,,False,False,7.850159234053791,27.0
12115,2016-03-21 00:00:00,20160321-mem-pho,22.0,Chris Andersen,,,,,mem,pho,A,,,3000.0,5.0,0.0,,,,13.16025641025641,10.307692307692308,109.90951276102088,0.7832440331222601,,False,False,6.763223040639418,22.5
12539,2016-03-21 00:00:00,20160321-mem-pho,22.0,Xavier Munford,,,,,mem,pho,A,,,3000.0,2.0,0.0,,,15.35,15.35,9.5,109.90951276102088,0.6188925081433225,,False,False,3.8890872965260113,12.25
13309,2016-03-21 00:00:00,20160321-mem-pho,22.0,Mario Chalmers,,,,,mem,pho,A,,,,,,,,,24.481428571428577,24.178571428571427,109.90951276102088,0.9876291066114253,,False,False,10.686125458318573,39.5
13444,2016-03-21 00:00:00,20160321-mem-pho,22.0,Elliot Williams,,,,,mem,pho,A,,,,,,,,,9.029999999999992,4.2,109.90951276102088,0.4651162790697679,,False,False,5.772780958948642,
13606,2016-03-21 00:00:00,20160321-mem-pho,22.0,JaMychal Green,,,,,mem,pho,A,,,5500.0,4.0,-200.0,,,30.787499999999977,18.58378378378378,16.35810810810811,109.90951276102088,0.8802356020942411,,False,True,12.766538910987808,50.5
14354,2016-03-21 00:00:00,20160321-mem-pho,22.0,Matt Barnes,,,,,mem,pho,A,,,5800.0,3.0,-200.0,,,32.4888888888889,29.559047619047618,24.857142857142858,109.90951276102088,0.8409317910880563,,False,True,12.353150008238806,65.25
15043,2016-03-21 00:00:00,20160321-mem-pho,22.0,Marc Gasol,,,,,mem,pho,A,,,6900.0,5.0,0.0,,,,33.95434782608695,34.45652173913044,109.90951276102088,1.0147896792368272,,False,False,11.100433082745285,
15115,2016-03-21 00:00:00,20160321-mem-pho,22.0,Lazeric Jones,,,,,mem,pho,A,,,,,,,,,,,109.90951276102088,,,False,False,,
16163,2016-03-21 00:00:00,20160321-mem-pho,22.0,Ryan Hollins,,,,,mem,pho,A,,,3200.0,5.0,0.0,,,22.21666666666665,13.98866666666667,9.68,109.90951276102088,0.6919887527998854,,False,False,6.120968060691054,25.25
17491,2016-03-21 00:00:00,20160321-mem-pho,22.0,James Ennis,,,,,mem,pho,A,,,,,,,,,2.603333333333333,1.9,109.90951276102088,0.7298335467349553,,False,False,1.9493588689617927,4.5
17687,2016-03-21 00:00:00,20160321-mem-pho,22.0,Sampson Carter,,,,,mem,pho,A,,,,,,,,,,,109.90951276102088,,,False,False,,
18176,2016-03-21 00:00:00,20160321-mem-pho,22.0,Jarell Martin,,,,,mem,pho,A,,,3400.0,4.0,-100.0,,,20.775000000000002,14.695238095238091,12.196428571428571,109.90951276102088,0.8299578742709011,,False,True,9.852361378130357,28.5
18918,2016-03-21 00:00:00,20160321-mem-pho,22.0,Tony Allen,,,,,mem,pho,A,,,4700.0,3.0,100.0,,,31.220833333333346,28.57204301075269,21.387096774193548,109.90951276102088,0.74853228962818,,True,False,9.137340675692021,46.0
21519,2016-03-21 00:00:00,20160321-mem-pho,22.0,Mike Conley,,,,,mem,pho,A,,,6300.0,1.0,0.0,,,,31.178395061728402,31.97222222222222,109.90951276102088,1.0254608089647388,,False,False,8.025300537546787,45.5
22080,2016-03-21 00:00:00,20160321-mem-pho,22.0,Michael Holyfield,,,,,mem,pho,A,,,,,,,,,,,109.90951276102088,,,False,False,,
25681,2016-03-21 00:00:00,20160321-mem-pho,22.0,Jordan Adams,,,,,mem,pho,A,,,3000.0,2.0,0.0,,,,,,109.90951276102088,,,False,False,,
27701,2016-03-21 00:00:00,20160321-mem-pho,22.0,Alex Stepheson,,,,,mem,pho,A,,,3000.0,3.0,-300.0,,,14.0,9.020833333333337,9.1875,109.90951276102088,1.0184757505773667,,False,True,11.592600780547171,32.25
27857,2016-03-21 00:00:00,20160321-mem-pho,22.0,Ray McCallum,,,,,mem,pho,A,,,3200.0,1.0,100.0,,,23.4375,11.88402777777778,7.989583333333333,109.90951276102088,0.6722959153859638,,True,False,8.802938975220108,27.5
30600,2016-03-21 00:00:00,20160321-mem-pho,22.0,Russ Smith,,,,,mem,pho,A,,,,,,,,,6.85,7.5,109.90951276102088,1.094890510948905,,False,False,,
2182,2016-03-21 00:00:00,20160321-mil-det,19.5,Tyler Ennis,,,,,mil,det,A,,,3000.0,1.0,0.0,,,23.822222222222205,9.72272727272727,8.045454545454545,102.85809312638581,0.8274894810659188,,False,False,7.007069713798057,25.75
2253,2016-03-21 00:00:00,20160321-mil-det,19.5,Charlie Westbrook,,,,,mil,det,A,,,,,,,,,,,102.85809312638581,,,False,False,,
2358,2016-03-21 00:00:00,20160321-mil-det,19.5,Jared Cunningham,,,,,mil,det,A,,,3000.0,2.0,0.0,,,15.65,4.103508771929825,2.3026315789473686,102.85809312638581,0.5611372381359556,,False,False,4.32015540114687,8.25
4577,2016-03-21 00:00:00,20160321-mil-det,19.5,Steve Novak,,,,,mil,det,A,,,3000.0,3.0,0.0,,,,4.8388888888888895,3.1666666666666665,102.85809312638581,0.6544202066590126,,False,False,3.0564140208202595,4.75
8750,2016-03-21 00:00:00,20160321-mil-det,19.5,Marcus Landry,,,,,mil,det,A,,,,,,,,,,,102.85809312638581,,,False,False,,
10922,2016-03-21 00:00:00,20160321-mil-det,19.5,Damien Inglis,,,,,mil,det,A,,,3000.0,3.0,0.0,,,10.944444444444448,5.852380952380954,4.964285714285714,102.85809312638581,0.8482506102522374,,False,False,9.089174618088006,25.25
11055,2016-03-21 00:00:00,20160321-mil-det,19.5,Johnny O'Bryant,,,,,mil,det,A,,,3000.0,4.0,0.0,,,6.133333333333323,10.826344086021507,5.451612903225806,102.85809312638581,0.5035506778566816,,False,False,3.8930597193588774,6.5
11972,2016-03-21 00:00:00,20160321-mil-det,19.5,John Henson,,,,,mil,det,A,,,3500.0,4.0,0.0,,,15.416666666666666,17.909166666666664,17.8,102.85809312638581,0.993904425108185,,False,False,7.842445241659074,17.0
13308,2016-03-21 00:00:00,20160321-mil-det,19.5,Josh Powell,,,,,mil,det,A,,,,,,,,,,,102.85809312638581,,,False,False,,
14425,2016-03-21 00:00:00,20160321-mil-det,19.5,Michael Carter-Williams,,,,,mil,det,A,,,5300.0,1.0,0.0,,,,31.176666666666662,30.325,102.85809312638581,0.9726825617448948,,False,False,11.806659064945597,38.75
14635,2016-03-21 00:00:00,20160321-mil-det,19.5,Greivis Vasquez,,,,,mil,det,A,,,3000.0,1.0,0.0,,,,,,102.85809312638581,,,False,False,,
22291,2016-03-21 00:00:00,20160321-mil-det,19.5,Jerryd Bayless,,,,,mil,det,A,,,4200.0,1.0,0.0,,,27.094444444444463,27.651190476190486,19.758928571428573,102.85809312638581,0.7145778619709818,,False,False,7.679784111204494,35.5
22637,2016-03-21 00:00:00,20160321-mil-det,19.5,Miles Plumlee,,,,,mil,det,A,,,3400.0,5.0,0.0,,,19.333333333333332,15.248924731182791,14.080645161290322,102.85809312638581,0.9233861016112543,,False,False,8.381623524307557,26.75
23778,2016-03-21 00:00:00,20160321-mil-det,19.5,O.J. Mayo,,,,,mil,det,A,,,3500.0,1.0,0.0,,,,23.784782608695647,13.98913043478261,102.85809312638581,0.5881546476556075,,False,False,8.990992418194537,36.25
24060,2016-03-21 00:00:00,20160321-mil-det,19.5,Giannis Antetokounmpo,,,,,mil,det,A,,,9800.0,3.0,200.0,,,31.427777777777766,36.28292682926829,40.30487804878049,102.85809312638581,1.1108496907770906,,True,False,16.033316113947112,77.75
25399,2016-03-21 00:00:00,20160321-mil-det,19.5,Jon Horford,,,,,mil,det,A,,,,,,,,,,,102.85809312638581,,,False,False,,
25470,2016-03-21 00:00:00,20160321-mil-det,19.5,Khris Middleton,,,,,mil,det,A,,,6800.0,2.0,0.0,,,30.116666666666664,37.758943089430886,36.88414634146341,102.85809312638581,0.9768320647668675,,False,False,9.777860444803284,50.5
26657,2016-03-21 00:00:00,20160321-mil-det,19.5,Rashad Vaughn,,,,,mil,det,A,,,3000.0,2.0,0.0,,,17.075,13.538749999999993,5.73125,102.85809312638581,0.4233219462653497,,False,False,4.887315968074386,11.5
26936,2016-03-21 00:00:00,20160321-mil-det,19.5,Greg Monroe,,,,,mil,det,A,,,5600.0,5.0,0.0,,,25.849999999999998,29.200000000000006,33.13414634146341,102.85809312638581,1.1347310390912126,,False,False,9.00765257312074,50.5
29898,2016-03-21 00:00:00,20160321-mil-det,19.5,Jabari Parker,,,,,mil,det,A,,,5800.0,4.0,0.0,,,33.26666666666666,34.237398373983744,26.99390243902439,102.85809312638581,0.7884332256838904,,False,False,10.103292749903066,50.5
4437,2016-03-21 00:00:00,20160321-gsw-min,20.0,Nemanja Bjelica,,,,,min,gsw,H,,,3000.0,4.0,0.0,,,6.05,14.815972222222229,8.979166666666666,105.22,0.6060464026247946,,False,False,6.589647953034178,2.25
5213,2016-03-21 00:00:00,20160321-gsw-min,20.0,Andrew Wiggins,,,,,min,gsw,H,,,6400.0,2.0,100.0,,,35.9722222222222,35.08048780487804,30.524390243902438,105.22,0.8701244524786208,,True,False,8.395460990553312,42.5
13373,2016-03-21 00:00:00,20160321-gsw-min,20.0,Tayshaun Prince,,,,,min,gsw,H,,,3000.0,3.0,0.0,,,17.98888888888887,19.812162162162153,8.885135135135135,105.22,0.44846872655344133,,False,False,5.280531129442284,14.75
15889,2016-03-21 00:00:00,20160321-gsw-min,20.0,Damjan Rudez,,,,,min,gsw,H,,,3000.0,3.0,0.0,,,,9.394047619047624,4.196428571428571,105.22,0.4467114434165502,,False,False,4.00981796468245,9.0
17030,2016-03-21 00:00:00,20160321-gsw-min,20.0,Karl-Anthony Towns,,,,,min,gsw,H,,,8400.0,5.0,100.0,,,38.2666666666667,33.61260162601627,40.59146341463415,105.22,1.2076263499703699,,True,False,11.783298044472867,61.75
17420,2016-03-21 00:00:00,20160321-gsw-min,20.0,Shabazz Muhammad,,,,,min,gsw,H,,,3600.0,3.0,0.0,,,18.705555555555566,22.93983739837398,17.975609756097562,105.22,0.7835979586050469,,False,False,7.903085805171447,31.75
19410,2016-03-21 00:00:00,20160321-gsw-min,20.0,Zach LaVine,,,,,min,gsw,H,,,6100.0,2.0,100.0,,,35.85,28.285365853658536,23.225609756097562,105.22,0.821117530395792,,True,False,10.003562627579358,36.25
20519,2016-03-21 00:00:00,20160321-gsw-min,20.0,Kleon Penn,,,,,min,gsw,H,,,,,,,,,,,105.22,,,False,False,,
20520,2016-03-21 00:00:00,20160321-gsw-min,20.0,Nikola Pekovic,,,,,min,gsw,H,,,3000.0,5.0,0.0,,,,13.026388888888901,7.854166666666667,105.22,0.602942744429043,,False,False,4.313638958073109,
21802,2016-03-21 00:00:00,20160321-gsw-min,20.0,Ricky Rubio,,,,,min,gsw,H,,,6800.0,1.0,-100.0,,,32.4111111111111,31.008130081300816,32.23780487804878,105.22,1.0396565285789197,,False,True,10.142723872854651,50.75
22847,2016-03-21 00:00:00,20160321-gsw-min,20.0,Tyus Jones,,,,,min,gsw,H,,,3000.0,1.0,0.0,,,15.4611111111111,14.64924242424242,12.102272727272727,105.22,0.826136422402648,,False,False,6.354441215415654,24.75
22954,2016-03-21 00:00:00,20160321-gsw-min,20.0,Kevin Garnett,,,,,min,gsw,H,,,3000.0,4.0,0.0,,,,13.069047619047618,10.0,105.22,0.7651666970304245,,False,False,5.034496384560609,
26578,2016-03-21 00:00:00,20160321-gsw-min,20.0,Greg Smith,,,,,min,gsw,H,,,3000.0,5.0,0.0,,,10.05833333333335,10.56458333333333,6.21875,105.22,0.5886412936304478,,False,False,4.672177337326632,14.5
27216,2016-03-21 00:00:00,20160321-gsw-min,20.0,Adreian Payne,,,,,min,gsw,H,,,3000.0,4.0,0.0,,,4.65833333333333,9.186538461538465,6.221153846153846,105.22,0.6772032656478959,,False,False,5.140684255562154,16.5
27717,2016-03-21 00:00:00,20160321-gsw-min,20.0,Nick Wiggins,,,,,min,gsw,H,,,,,,,,,,,105.22,,,False,False,,
29269,2016-03-21 00:00:00,20160321-gsw-min,20.0,Gorgui Dieng,,,,,min,gsw,H,,,6200.0,4.0,0.0,,,33.51666666666667,29.110162601626016,27.835365853658537,105.22,0.9562078451634526,,False,False,11.083998849143068,47.25
0,2016-03-21 00:00:00,20160321-orl-bos,19.5,Chris Copeland,,,,,orl,bos,A,,,,,,,,,3.3380952380952396,2.3214285714285716,104.3778801843318,0.6954350927246787,,False,False,1.8524436884957176,
1368,2016-03-21 00:00:00,20160321-orl-bos,19.5,Melvin Ejim,,,,,orl,bos,A,,,,,,,,,,,104.3778801843318,,,False,False,,
1470,2016-03-21 00:00:00,20160321-orl-bos,19.5,Keith Appling,,,,,orl,bos,A,,,,,,,,,5.37,1.85,104.3778801843318,0.34450651769087526,,False,False,2.1621748310439655,
4367,2016-03-21 00:00:00,20160321-orl-bos,19.5,Victor Oladipo,,,,,orl,bos,A,,,7700.0,2.0,0.0,,,40.716666666666676,34.94078947368422,33.578947368421055,104.3778801843318,0.9610242892110712,,False,False,12.43593111294059,67.25
5944,2016-03-21 00:00:00,20160321-orl-bos,19.5,Greg Stiemsma,,,,,orl,bos,A,,,,,,,,,,,104.3778801843318,,,False,False,,
